country,is_blend,is_dry,is_red,is_rose,is_sparkling,is_sweet,is_white,price,province,region_1,taster_name,variety,year,rating
US,0,0,0,0,0,0,0,30.0,California,Sonoma Mountain,Roger Voss,Cabernet Sauvignon,2009.0,3
Italy,0,0,0,0,0,0,0,19.0,Tuscany,Vernaccia di San Gimignano,Roger Voss,Vernaccia,2007.0,1
Italy,1,0,1,0,0,0,0,28.0,Sicily & Sardinia,Etna,Kerin O’Keefe,Red Blend,2014.0,3
Spain,0,0,0,0,0,0,1,12.0,Northern Spain,Cariñena,Michael Schachner,Garnacha Blanca,2015.0,0
Italy,0,0,0,0,0,0,0,20.0,Northwestern Italy,Colli di Luni,Roger Voss,Vermentino,2009.0,2
US,0,0,0,0,0,1,0,12.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2009.0,2
Italy,0,0,0,0,0,0,0,85.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2011.0,3
Germany,0,1,0,0,0,0,0,20.0,Pfalz,Napa Valley,Anna Lee C. Iijima,Riesling,2014.0,3
France,0,0,0,0,0,0,0,13.0,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,Melon,2012.0,2
Germany,0,1,0,0,0,0,0,17.0,Pfalz,Napa Valley,Joe Czerwinski,Riesling,2007.0,2
Australia,0,0,0,0,0,0,0,35.0,Western Australia,Great Southern,Joe Czerwinski,Cabernet Sauvignon,2012.0,3
US,0,0,0,0,0,0,0,52.0,California,Sonoma County,Virginie Boone,Zinfandel,2014.0,3
Italy,1,0,0,0,0,0,0,17.0,Tuscany,Toscana,Roger Voss,Red Blend,2005.0,2
Italy,1,0,0,0,0,0,0,33.0,Veneto,Amarone della Valpolicella,Kerin O’Keefe,Red Blend,2009.0,2
Italy,0,0,0,0,0,0,0,20.0,Northeastern Italy,Colli Orientali del Friuli,Roger Voss,Ribolla Gialla,2006.0,3
Spain,0,1,0,0,0,0,0,8.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2010.0,0
France,1,0,1,0,0,0,0,60.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,2
US,0,0,1,0,0,0,0,80.0,California,Sta. Rita Hills,Matt Kettmann,Pinot Noir,2013.0,3
US,0,0,1,0,0,0,0,25.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2008.0,2
Chile,1,0,0,0,0,0,0,11.0,Colchagua Costa,Napa Valley,Michael Schachner,Cabernet Sauvignon-Syrah,2014.0,2
Germany,0,0,0,0,0,0,1,22.0,Pfalz,Napa Valley,Anna Lee C. Iijima,Chardonnay,2013.0,2
US,0,0,1,0,0,0,0,25.0,California,Antelope Valley of the California High Desert,Matt Kettmann,Syrah,2012.0,1
Argentina,0,0,0,0,0,1,1,14.0,Mendoza Province,Maipú,Michael Schachner,Chardonnay,2008.0,1
France,0,0,0,0,0,0,0,144.0,Burgundy,Meursault,Roger Voss,Chardonnay,2012.0,4
US,0,1,0,0,0,0,1,50.0,California,Russian River Valley,Virginie Boone,Zinfandel,2013.0,4
US,1,0,1,0,0,0,0,30.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Red Blend,0.0,2
US,0,0,1,0,0,0,0,40.0,California,Atlas Peak,Roger Voss,Cabernet Sauvignon,2010.0,3
US,0,1,0,0,0,0,0,40.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2006.0,1
US,0,1,0,0,0,0,0,55.0,California,Sonoma Coast,Roger Voss,Chardonnay,2010.0,3
US,0,0,0,0,0,0,1,24.0,Washington,Yakima Valley,Paul Gregutt,Roussanne,2012.0,1
US,0,1,1,0,0,0,0,30.0,California,Sonoma County,Virginie Boone,Cabernet Sauvignon,2014.0,1
France,0,0,1,0,0,0,0,15.0,Bordeaux,Bordeaux Rosé,Roger Voss,Rosé,2016.0,1
US,0,0,0,0,0,1,0,42.0,California,Paso Robles,Matt Kettmann,Petite Sirah,2012.0,3
France,0,0,0,0,0,1,1,19.0,Loire Valley,Vouvray,Roger Voss,Chenin Blanc,2009.0,2
US,0,0,1,0,0,0,1,50.0,California,Bennett Valley,Virginie Boone,Syrah,2011.0,4
Germany,0,1,0,0,0,0,0,37.0,Pfalz,Napa Valley,Roger Voss,Weissburgunder,2008.0,3
Italy,0,0,1,0,0,0,0,28.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Sangiovese,2015.0,2
US,1,1,1,0,0,1,0,11.0,California,California,Jim Gordon,Red Blend,2012.0,1
Chile,0,0,1,0,0,0,0,25.0,Colchagua Valley,Napa Valley,Michael Schachner,Syrah,2009.0,2
Germany,0,0,0,0,0,0,1,33.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2011.0,3
France,0,0,0,0,0,0,0,22.0,Alsace,Alsace,Anne Krebiehl MW,Chasselas,2015.0,2
US,0,0,0,0,0,0,0,19.0,Washington,Columbia Valley (WA),Paul Gregutt,Chardonnay,2008.0,2
US,0,0,0,0,0,0,0,45.0,America,Napa Valley,Michael Schachner,Pinot Noir,1998.0,1
Portugal,0,0,0,0,0,0,0,10.0,Vinho Verde,Napa Valley,Roger Voss,Portuguese White,2015.0,0
France,1,1,0,0,0,0,0,22.0,Alsace,Crémant d'Alsace,Anne Krebiehl MW,Sparkling Blend,2011.0,2
Hungary,1,0,0,0,0,0,0,13.0,Tokaj,Napa Valley,Jeff Jenssen,White Blend,2015.0,2
Spain,1,0,0,0,0,0,0,15.0,Northern Spain,Ribera del Duero,Michael Schachner,Red Blend,2011.0,1
US,0,0,1,0,0,0,0,52.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2014.0,3
US,0,0,0,0,0,0,0,60.0,California,Sta. Rita Hills,Roger Voss,Pinot Noir,2010.0,1
US,0,0,0,0,0,0,0,14.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2014.0,2
Italy,1,1,0,0,0,0,0,17.0,Tuscany,Rosso di Montepulciano,Kerin O’Keefe,Red Blend,2015.0,2
France,0,0,0,0,0,0,0,25.0,Provence,Côtes de Provence,Roger Voss,Rosé,2011.0,1
Italy,0,0,1,0,0,0,0,45.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2012.0,3
US,1,0,0,0,0,1,0,10.0,California,California,Roger Voss,White Blend,2010.0,0
US,0,1,0,0,0,0,0,44.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2008.0,3
France,1,0,0,0,0,0,0,21.0,Languedoc-Roussillon,Coteaux du Languedoc,Roger Voss,Rhône-style White Blend,2006.0,2
US,0,0,1,0,0,0,0,50.0,Washington,Red Mountain,Sean P. Sullivan,Cabernet Sauvignon,2014.0,2
France,1,1,1,0,0,0,0,15.0,Bordeaux,Médoc,Roger Voss,Bordeaux-style Red Blend,2010.0,2
US,0,0,0,0,0,0,0,69.0,California,Sonoma Coast,Virginie Boone,Pinot Noir,2015.0,3
France,0,0,0,0,0,0,0,25.0,Burgundy,Chablis,Roger Voss,Chardonnay,2008.0,1
Italy,0,0,0,0,0,0,1,22.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Glera,2011.0,2
US,0,0,0,0,0,0,0,85.0,California,Sonoma Mountain,Roger Voss,Cabernet Sauvignon,2010.0,4
US,1,0,0,0,0,1,0,30.0,California,Sonoma-Napa,Roger Voss,Sparkling Blend,2011.0,2
Portugal,0,0,1,0,0,0,0,30.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2010.0,3
US,0,1,0,0,0,0,0,42.0,California,Yountville,Roger Voss,Cabernet Sauvignon,2009.0,1
Portugal,0,0,0,0,0,0,0,50.0,Douro,Napa Valley,Roger Voss,Portuguese White,2015.0,2
US,0,0,0,0,0,0,0,55.0,California,Russian River Valley,Roger Voss,Pinot Noir,2009.0,3
Portugal,0,0,1,0,0,0,0,22.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2015.0,3
South Africa,1,0,0,0,0,0,1,30.0,Swartland,Napa Valley,Susan Kostrzewa,White Blend,2006.0,3
US,0,1,0,0,0,0,0,7.0,California,California,Roger Voss,Pinot Grigio,2011.0,0
Italy,0,1,0,0,0,0,0,25.0,Piedmont,Roero,Roger Voss,Nebbiolo,2007.0,1
France,1,0,1,0,0,0,0,25.0,Bordeaux,Saint-Julien,Roger Voss,Bordeaux-style Red Blend,2013.0,3
Chile,0,0,1,0,0,0,0,19.0,Casablanca Valley,Napa Valley,Michael Schachner,Pinot Noir,2011.0,1
Germany,0,0,0,0,0,0,0,68.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,1989.0,3
US,0,1,1,0,0,0,0,15.0,California,California,Jim Gordon,Cabernet Sauvignon,2012.0,2
Chile,0,0,1,0,0,1,0,24.0,Colchagua Valley,Napa Valley,Michael Schachner,Merlot,2007.0,3
US,0,0,0,0,0,0,0,70.0,Washington,Walla Walla Valley (WA),Paul Gregutt,Syrah,2005.0,3
Argentina,0,1,1,0,0,1,0,7.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2010.0,1
France,0,0,1,0,0,0,0,75.0,Burgundy,Nuits-St.-Georges,Roger Voss,Pinot Noir,2010.0,3
US,0,0,0,0,0,0,0,30.0,California,Calistoga,Virginie Boone,Sauvignon Blanc,2016.0,3
US,0,0,0,0,0,0,0,22.0,California,Russian River Valley,Roger Voss,Chardonnay,2009.0,1
Italy,0,0,1,0,0,1,0,26.0,Piedmont,Langhe,Kerin O’Keefe,Nebbiolo,2012.0,2
Portugal,0,0,1,0,0,0,0,10.0,Tejo,Napa Valley,Roger Voss,Portuguese Red,2014.0,2
Spain,1,1,0,0,0,0,0,18.0,Northern Spain,Rioja,Michael Schachner,Tempranillo Blend,2007.0,2
France,0,0,0,0,0,0,0,32.0,Burgundy,Mercurey,Roger Voss,Chardonnay,2012.0,1
US,0,0,1,0,0,0,0,45.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2012.0,3
US,0,0,1,1,0,0,0,44.0,California,Sonoma Valley,Virginie Boone,Pinot Noir,2014.0,3
US,0,0,1,0,0,0,0,79.0,California,California,Roger Voss,Pinot Noir,2011.0,3
Italy,1,0,0,0,0,0,0,40.0,Veneto,Amarone della Valpolicella,Kerin O’Keefe,Red Blend,2009.0,2
US,0,0,0,0,0,0,0,18.0,California,Mendocino County,Jim Gordon,Chardonnay,2015.0,3
Italy,0,0,0,0,0,0,0,14.0,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,Vernaccia,2014.0,2
Spain,0,0,1,1,0,0,0,13.0,Galicia,Monterrei,Michael Schachner,Mencía,2010.0,1
US,0,1,0,0,0,0,0,22.0,California,Arroyo Grande Valley,Roger Voss,Chardonnay,1998.0,3
US,0,0,0,0,0,0,0,19.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2013.0,2
Italy,0,0,0,0,0,0,0,70.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2012.0,2
Chile,1,0,0,0,0,0,1,19.0,Casablanca Valley,Napa Valley,Michael Schachner,White Blend,2012.0,1
Italy,0,0,0,0,0,0,1,22.0,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Glera,2016.0,3
US,0,0,1,0,0,0,0,28.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2011.0,2
Spain,0,0,1,0,0,0,0,45.0,Northern Spain,Toro,Michael Schachner,Tinta de Toro,2012.0,3
Chile,0,0,0,0,0,0,0,14.0,Colchagua Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2013.0,2
US,0,1,0,0,0,0,0,31.0,California,Sonoma Coast,Roger Voss,Chardonnay,2010.0,2
US,0,0,0,0,0,0,1,13.0,America,Napa Valley,Alexander Peartree,Sauvignon Blanc,2014.0,2
Austria,1,1,0,0,0,0,0,25.0,Burgenland,Napa Valley,Anne Krebiehl MW,White Blend,2014.0,2
Italy,1,0,1,0,0,0,0,70.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2012.0,2
Italy,0,0,0,0,0,0,0,44.0,Northeastern Italy,Alto Adige,Roger Voss,Kerner,2009.0,2
Argentina,0,0,0,0,0,0,0,12.0,Mendoza Province,Vista Flores,Michael Schachner,Viognier,2014.0,1
US,0,0,0,0,0,0,0,16.0,California,California,Virginie Boone,Moscato,2010.0,3
Italy,1,1,1,0,0,0,0,20.0,Southern Italy,Brindisi,Kerin O’Keefe,Red Blend,2009.0,1
Australia,0,1,0,0,0,0,0,17.0,South Australia,McLaren Vale-Adelaide Hills,Joe Czerwinski,Riesling,2015.0,3
US,0,0,1,0,0,0,0,160.0,Washington,Red Mountain,Sean P. Sullivan,Cabernet Sauvignon,2011.0,3
US,0,1,0,0,0,0,0,13.0,New York,Finger Lakes,Anna Lee C. Iijima,Gewürztraminer,2009.0,1
US,0,1,0,0,0,0,0,49.0,California,Sonoma Coast,Roger Voss,Sauvignon Blanc,2011.0,3
Austria,0,0,1,0,0,0,0,26.0,Burgenland,Napa Valley,Roger Voss,Zweigelt,2011.0,3
US,0,0,0,0,0,0,0,15.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,2010.0,1
Italy,0,0,0,0,0,0,0,26.0,Veneto,Soave Classico,Roger Voss,Garganega,2007.0,2
US,0,0,1,0,0,0,0,28.0,California,San Antonio Valley,Matt Kettmann,Syrah,2012.0,3
US,1,1,1,0,0,0,0,20.0,California,Monterey,Matt Kettmann,Red Blend,2011.0,3
US,0,0,0,0,0,1,0,27.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2011.0,2
Spain,0,0,0,1,0,0,0,10.0,Northern Spain,Rioja,Michael Schachner,Rosé,2010.0,2
Argentina,0,0,0,0,0,1,0,14.0,Mendoza Province,Mendoza,Michael Schachner,Syrah,2008.0,0
US,0,0,1,0,0,0,0,38.0,California,Monterey,Matt Kettmann,Pinot Noir,2013.0,3
Portugal,0,1,0,0,0,0,0,10.0,Terras do Sado,Napa Valley,Roger Voss,Portuguese Red,2005.0,1
US,0,0,0,0,0,1,0,30.0,California,Dry Creek Valley,Roger Voss,Muscat Blanc,2007.0,3
Australia,0,0,1,0,0,0,0,18.0,South Australia,McLaren Vale-Langhorne Creek,Roger Voss,Shiraz,2003.0,2
Portugal,0,0,1,0,0,0,0,100.0,Douro,Napa Valley,Roger Voss,Touriga Nacional,2006.0,3
Chile,0,1,1,0,0,0,0,25.0,Maipo Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2006.0,2
France,0,1,0,0,0,0,0,17.0,Loire Valley,Vouvray,Roger Voss,Chenin Blanc,2015.0,3
Italy,0,1,0,0,0,0,0,19.0,Veneto,Prosecco di Valdobbiadene,Roger Voss,Prosecco,2011.0,2
US,0,0,0,0,0,0,0,65.0,Oregon,Applegate Valley,Paul Gregutt,Syrah,2006.0,3
US,0,0,0,0,0,0,0,22.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2013.0,3
US,0,1,1,0,0,0,0,65.0,California,Sta. Rita Hills,Matt Kettmann,Pinot Noir,2014.0,3
Spain,0,0,1,0,0,0,0,32.0,Northern Spain,Calatayud,Michael Schachner,Grenache,2015.0,2
US,1,0,0,0,0,0,0,70.0,California,Paso Robles,Matt Kettmann,Grenache-Syrah,2014.0,3
US,1,0,1,0,0,0,0,30.0,California,South Coast,Matt Kettmann,Red Blend,2011.0,2
Italy,0,0,0,0,0,0,0,25.0,Veneto,Prosecco di Conegliano e Valdobbiadene,Roger Voss,Prosecco,2011.0,2
Austria,0,0,0,0,0,0,1,13.0,Niederösterreich,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2016.0,3
Austria,0,0,0,0,0,0,0,49.0,Wagram,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2015.0,3
France,0,0,0,0,0,0,0,54.0,Burgundy,Pouilly-Fuissé,Roger Voss,Chardonnay,2013.0,2
US,0,1,0,0,0,0,0,24.0,California,Mendocino,Jim Gordon,Primitivo,2013.0,3
Spain,0,0,0,0,0,0,0,14.0,Galicia,Ribeiro,Michael Schachner,Godello,2014.0,1
US,0,0,1,0,0,0,0,115.0,California,Napa Valley,Virginie Boone,Cabernet Franc,2013.0,4
US,0,0,0,0,0,0,0,30.0,California,Suisun Valley,Virginie Boone,Cabernet Franc,2009.0,2
Italy,0,1,0,0,0,0,0,25.0,Southern Italy,Aglianico del Vulture,Kerin O’Keefe,Aglianico,2011.0,3
US,0,0,1,0,0,1,0,38.0,California,Dry Creek Valley,Virginie Boone,Zinfandel,2013.0,2
US,0,1,0,0,0,0,0,18.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Sauvignon Blanc,2012.0,2
Spain,0,0,0,0,0,1,0,15.0,Northern Spain,Somontano,Michael Schachner,Chardonnay,2015.0,1
US,0,1,0,0,0,0,0,19.0,California,Mendocino County,Jim Gordon,Carignane,2012.0,2
US,0,0,1,1,0,0,0,55.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2013.0,3
Chile,0,0,0,0,0,0,0,40.0,Cachapoal Valley,Napa Valley,Michael Schachner,Syrah,2010.0,3
Italy,0,0,1,0,0,0,0,70.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,3
Argentina,0,0,0,0,0,1,0,13.0,Mendoza Province,Mendoza,Michael Schachner,Chardonnay,2012.0,1
Italy,0,1,0,0,0,0,0,99.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2011.0,2
France,1,0,0,0,0,0,0,17.0,Southwest France,Bergerac Sec,Roger Voss,Bordeaux-style White Blend,2013.0,2
US,0,1,0,0,0,1,0,20.0,California,Sonoma Valley,Roger Voss,Chardonnay,2011.0,2
France,1,0,1,0,0,0,0,25.0,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,2012.0,3
Chile,0,0,0,0,0,0,0,12.0,Maule Valley,Napa Valley,Michael Schachner,Pinot Grigio,2015.0,1
France,0,0,1,0,0,0,0,10.0,Beaujolais,Beaujolais,Roger Voss,Gamay,2009.0,1
Austria,0,0,0,0,0,0,0,14.0,Kamptal,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2014.0,3
France,1,0,0,0,0,0,0,90.0,Champagne,Champagne,Roger Voss,Champagne Blend,1992.0,3
South Africa,0,0,0,0,0,0,0,18.0,Western Cape,Napa Valley,Lauren Buzzeo,Sauvignon Blanc,2015.0,2
Italy,1,0,1,0,0,1,0,15.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,2013.0,3
Italy,0,0,0,0,0,0,0,54.0,Piedmont,Barbaresco,Roger Voss,Nebbiolo,2008.0,2
Italy,0,0,0,1,0,0,1,90.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2013.0,4
US,0,0,0,0,0,0,0,30.0,Oregon,Umpqua Valley,Paul Gregutt,Pinot Noir,2007.0,2
US,0,0,0,0,0,0,0,39.0,California,Santa Barbara County,Roger Voss,Grenache,2005.0,1
France,1,1,1,1,0,0,0,68.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,2
France,1,0,0,0,0,0,1,30.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,1
US,0,0,1,0,0,0,0,27.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Cabernet Franc,2007.0,1
Italy,0,0,0,0,0,0,0,13.0,Sicily & Sardinia,Sicilia,Roger Voss,Grillo,2011.0,1
US,0,0,1,0,0,0,0,45.0,California,Chalk Hill,Roger Voss,Cabernet Sauvignon,2008.0,3
US,0,0,0,0,0,0,0,14.0,Washington,Yakima Valley,Sean P. Sullivan,Cabernet Franc,2014.0,1
Argentina,0,0,0,0,0,0,0,16.0,Other,La Rioja,Michael Schachner,Torrontés,2016.0,1
Italy,0,0,1,0,0,0,0,34.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,2011.0,3
New Zealand,0,0,1,0,0,0,0,25.0,Wairarapa,Napa Valley,Roger Voss,Pinot Noir,2013.0,2
Spain,1,0,0,0,0,0,0,18.0,Catalonia,Cava,Michael Schachner,Sparkling Blend,2011.0,1
US,0,0,0,0,0,1,0,22.0,California,El Dorado,Roger Voss,Zinfandel,2007.0,1
US,0,1,0,0,0,0,0,22.0,Oregon,Willamette Valley,Paul Gregutt,Rosé,2016.0,3
South Africa,0,0,0,0,0,0,0,10.0,Robertson,Napa Valley,Lauren Buzzeo,Cabernet Sauvignon,2011.0,2
Spain,1,0,0,0,0,0,0,8.0,Northern Spain,Rioja,Michael Schachner,White Blend,2006.0,1
Germany,0,0,0,1,0,1,0,15.0,Rheinhessen,Napa Valley,Anna Lee C. Iijima,Riesling,2013.0,3
Italy,0,1,0,0,0,0,0,22.0,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Glera,2016.0,2
US,1,0,0,0,0,0,0,65.0,Washington,Snipes Mountain,Sean P. Sullivan,Red Blend,2009.0,2
Italy,0,0,1,0,0,0,0,45.0,Sicily & Sardinia,Etna,Kerin O’Keefe,Nerello Mascalese,2009.0,2
US,0,1,0,0,0,0,0,16.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2010.0,2
Uruguay,0,0,0,0,0,0,0,37.0,Uruguay,Napa Valley,Michael Schachner,Tannat,2015.0,1
Portugal,0,0,1,0,0,0,0,20.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2008.0,1
Australia,0,0,0,0,0,0,0,50.0,South Australia,Clarendon,Joe Czerwinski,Syrah,2008.0,2
Italy,0,0,0,0,0,0,1,20.0,Southern Italy,Terre del Volturno,Kerin O’Keefe,Pallagrello Bianco,2012.0,2
Portugal,0,0,0,0,0,0,0,25.0,Tejo,Napa Valley,Roger Voss,Touriga Nacional,2012.0,3
US,1,0,0,0,0,0,0,25.0,California,Napa Valley,Roger Voss,Red Blend,2011.0,1
Chile,0,0,0,0,0,0,0,18.0,Casablanca Valley,Napa Valley,Michael Schachner,Sauvignon Blanc,2013.0,3
Italy,0,0,1,0,0,0,0,50.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,2013.0,2
France,0,0,0,0,0,0,0,20.0,Loire Valley,Coteaux du Giennois,Roger Voss,Sauvignon Blanc,2014.0,1
South Africa,1,0,1,0,0,0,0,60.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Bordeaux-style Red Blend,2014.0,3
France,1,1,0,0,0,0,0,75.0,Bordeaux,Pessac-Léognan,Roger Voss,Bordeaux-style Red Blend,2013.0,1
France,1,0,0,0,0,0,0,25.0,Bordeaux,Pessac-Léognan,Roger Voss,Bordeaux-style White Blend,2011.0,4
Chile,1,0,0,0,0,0,1,12.0,Maule Valley,Napa Valley,Michael Schachner,Chardonnay-Viognier,2010.0,1
Spain,0,0,0,0,0,1,0,11.0,Levante,Alicante,Michael Schachner,Moscatel,2014.0,1
US,0,0,0,0,0,0,1,55.0,California,Green Valley,Virginie Boone,Chardonnay,2014.0,3
France,0,0,0,0,0,0,0,22.0,Provence,Côtes de Provence,Roger Voss,Rosé,2014.0,3
US,1,1,0,0,0,0,0,22.0,California,Carneros,Virginie Boone,Sparkling Blend,2011.0,3
Italy,0,0,0,0,0,0,0,14.0,Southern Italy,Salento,Roger Voss,Primitivo,2005.0,0
US,0,0,1,0,0,0,0,30.0,New York,Finger Lakes,Anna Lee C. Iijima,Pinot Noir,2010.0,3
US,0,0,1,0,0,0,0,26.0,Oregon,Rogue Valley,Michael Schachner,Cabernet Sauvignon,2000.0,2
Australia,1,0,0,1,1,0,0,22.0,Tasmania,Tasmania,Joe Czerwinski,Sparkling Blend,2011.0,3
Portugal,0,0,0,0,0,0,0,7.0,Vinho Verde,Napa Valley,Joe Czerwinski,Loureiro,2001.0,1
New Zealand,0,1,0,0,0,0,0,75.0,Central Otago,Napa Valley,Joe Czerwinski,Pinot Noir,2014.0,3
Italy,0,0,0,0,0,0,1,13.0,Central Italy,Marche,Roger Voss,Passerina,2009.0,1
US,0,0,0,0,0,0,0,18.0,California,Napa Valley,Jeff Jenssen,Furmint,2015.0,2
Italy,0,0,1,0,0,0,0,25.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2003.0,2
US,0,0,1,0,0,0,0,38.0,Oregon,Eola-Amity Hills,Paul Gregutt,Pinot Noir,2012.0,3
US,0,0,0,0,0,0,0,25.0,California,Paso Robles,Roger Voss,Viognier,2010.0,1
US,0,0,1,0,0,0,0,15.0,New York,North Fork of Long Island,Susan Kostrzewa,Cabernet Merlot,0.0,1
US,0,0,0,0,0,0,0,19.0,Washington,Columbia Valley (WA),Paul Gregutt,Merlot,2009.0,3
Italy,0,0,1,0,0,0,0,15.0,Sicily & Sardinia,Sicilia,Roger Voss,Nero d'Avola,2010.0,1
Portugal,0,0,0,0,0,0,0,13.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2007.0,1
France,0,0,0,0,0,0,0,25.0,Alsace,Alsace,Roger Voss,Riesling,2012.0,2
US,0,1,0,0,0,0,0,13.0,Washington,Columbia Valley (WA),Paul Gregutt,Riesling,2010.0,3
Australia,0,0,0,0,0,0,0,154.0,Victoria,Victoria,Joe Czerwinski,Chardonnay,2014.0,3
Italy,0,0,0,0,0,0,0,11.0,Tuscany,Vernaccia di San Gimignano,Roger Voss,Vernaccia,2010.0,1
US,0,0,0,0,0,0,1,18.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Blanc,2015.0,3
US,0,0,0,0,0,0,0,32.0,California,Paso Robles,Roger Voss,Zinfandel,2010.0,0
Argentina,0,0,0,0,0,0,0,120.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2012.0,4
Chile,1,0,0,0,0,0,0,80.0,Maipo Valley,Napa Valley,Michael Schachner,Red Blend,2010.0,3
Germany,0,0,0,0,0,1,0,38.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2012.0,3
France,0,1,0,0,0,0,0,27.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,2010.0,4
US,1,0,0,0,1,0,0,30.0,California,Napa-Sonoma,Roger Voss,Sparkling Blend,2011.0,2
Spain,1,0,1,0,0,0,0,45.0,Catalonia,Montsant,Michael Schachner,Red Blend,2009.0,3
US,0,0,1,0,0,0,0,29.0,California,Napa Valley,Roger Voss,Zinfandel,2004.0,3
Italy,0,0,0,0,0,1,0,12.0,Southern Italy,Taburno,Roger Voss,Falanghina,2009.0,1
US,0,0,0,0,0,0,0,20.0,Idaho,Napa Valley,Sean P. Sullivan,Syrah,2010.0,1
Austria,0,0,0,0,0,0,0,30.0,Burgenland,Napa Valley,Anne Krebiehl MW,Chardonnay,2015.0,3
Italy,1,0,0,0,0,0,0,55.0,Lombardy,Franciacorta,Kerin O’Keefe,Sparkling Blend,2010.0,2
US,1,0,0,0,0,0,0,37.0,Washington,Columbia Valley (WA),Paul Gregutt,Bordeaux-style Red Blend,2007.0,3
US,0,0,0,0,0,0,0,29.0,California,California,Jim Gordon,Pinot Noir,2012.0,1
Chile,0,0,0,0,0,0,0,20.0,Leyda Valley,Napa Valley,Michael Schachner,Chardonnay,2011.0,2
Italy,0,1,1,0,0,0,0,43.0,Northeastern Italy,Friuli Isonzo,Kerin O’Keefe,Pinot Grigio,2012.0,3
Argentina,0,0,0,0,0,0,0,13.0,Mendoza Province,Mendoza,Michael Schachner,Pinot Noir,2009.0,1
US,0,1,0,0,0,0,0,18.0,California,Alexander Valley,Roger Voss,Chardonnay,2009.0,2
Italy,0,0,1,0,0,0,0,50.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2010.0,2
Italy,0,0,1,0,0,0,0,79.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2011.0,4
Argentina,0,0,1,0,0,0,0,50.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2004.0,3
Spain,0,1,1,0,0,0,0,18.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2011.0,2
