country,is_blend,is_dry,is_red,is_rose,is_sparkling,is_sweet,is_white,price,province,region_1,taster_name,variety,year,rating
Argentina,0,0,1,0,0,0,0,11.0,Mendoza Province,Mendoza,Michael Schachner,Syrah,2005.0,1
US,0,1,0,0,0,0,0,15.0,California,Napa Valley,Roger Voss,Merlot,2006.0,1
Portugal,0,0,1,0,0,0,0,8.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2013.0,2
Argentina,0,0,0,0,0,0,0,30.0,Other,Cafayate,Michael Schachner,Malbec,2009.0,0
Argentina,0,0,0,0,0,0,0,17.0,Mendoza Province,Mendoza,Michael Schachner,Chardonnay,2011.0,1
France,0,0,0,0,0,0,1,191.0,Burgundy,Puligny-Montrachet,Roger Voss,Chardonnay,2014.0,3
Germany,0,1,0,0,0,0,0,16.0,Mosel,Napa Valley,Anna Lee C. Iijima,Elbling,2014.0,2
US,0,0,0,0,0,1,0,14.0,California,Santa Lucia Highlands,Roger Voss,Riesling,2006.0,1
US,0,0,0,0,0,0,1,19.0,New York,Hudson River Region,Anna Lee C. Iijima,Seyval Blanc,2012.0,1
France,0,0,0,0,0,0,0,25.0,Beaujolais,Brouilly,Roger Voss,Gamay,2014.0,3
US,0,1,0,0,0,0,0,20.0,California,Napa Valley,Roger Voss,Sauvignon Blanc,2013.0,2
France,1,0,0,0,0,0,0,20.0,Alsace,Alsace,Roger Voss,White Blend,2011.0,4
Austria,1,0,0,0,0,0,0,55.0,Burgenland,Napa Valley,Anne Krebiehl MW,Austrian Red Blend,2011.0,3
France,0,0,1,0,0,0,0,24.0,Beaujolais,Moulin-à-Vent,Roger Voss,Gamay,2015.0,3
Chile,0,0,0,0,0,0,1,10.0,Bío Bío Valley,Napa Valley,Michael Schachner,Sauvignon Blanc,2013.0,0
Portugal,0,0,1,0,0,0,0,17.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2014.0,2
US,0,0,0,0,0,0,0,26.0,California,Central Coast,Matt Kettmann,Sauvignon Blanc,2016.0,2
France,1,0,1,0,0,0,1,40.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,2
Germany,0,1,0,0,0,0,1,18.0,Pfalz,Napa Valley,Anna Lee C. Iijima,Riesling,2011.0,2
Italy,0,0,0,0,0,0,0,23.0,Sicily & Sardinia,Etna,Kerin O’Keefe,Nerello Mascalese,2013.0,1
US,0,0,1,0,0,0,0,65.0,California,Calistoga,Virginie Boone,Petite Sirah,2011.0,3
US,0,0,0,0,0,0,0,60.0,California,Carneros,Virginie Boone,Chardonnay,2013.0,4
France,0,0,1,0,0,0,0,69.0,Burgundy,Beaune,Roger Voss,Pinot Noir,2014.0,3
US,0,0,1,0,0,0,0,36.0,California,Santa Lucia Highlands,Matt Kettmann,Pinot Noir,2014.0,2
US,0,1,0,0,0,0,0,15.0,Michigan,Michigan,Alexander Peartree,Traminette,2013.0,1
Argentina,0,0,0,0,0,0,0,26.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2011.0,1
US,0,1,1,0,0,0,0,18.0,California,Sonoma Valley,Roger Voss,Syrah,2005.0,1
US,0,0,0,0,0,0,0,30.0,California,Arroyo Grande Valley,Roger Voss,Chardonnay,2012.0,3
US,1,0,0,0,0,0,0,125.0,California,Napa Valley,Roger Voss,Bordeaux-style Red Blend,2011.0,3
US,0,0,0,0,0,0,0,60.0,California,Russian River Valley,Virginie Boone,Chardonnay,2015.0,3
Portugal,0,0,0,0,0,0,0,25.0,Douro,Napa Valley,Roger Voss,Portuguese White,2011.0,3
Chile,0,0,0,0,0,1,0,14.0,Casablanca Valley,Napa Valley,Michael Schachner,Chardonnay,2010.0,1
France,1,0,1,0,0,0,0,25.0,Bordeaux,Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2015.0,3
Italy,1,1,1,0,0,0,0,25.0,Sicily & Sardinia,Etna,Roger Voss,Red Blend,2010.0,3
Spain,0,0,1,0,0,0,0,55.0,Northern Spain,Ribera del Duero,Michael Schachner,Tempranillo,2011.0,3
Austria,0,1,0,0,0,0,1,10.0,Niederösterreich,Napa Valley,Anne Krebiehl MW,Rosé,2014.0,2
Portugal,0,0,0,0,0,0,0,23.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2011.0,3
Spain,0,0,1,0,0,0,0,19.0,Northern Spain,Rioja,Michael Schachner,Graciano,2009.0,2
Portugal,0,0,0,0,0,0,0,13.0,Alentejano,Napa Valley,Roger Voss,Portuguese Red,2013.0,1
US,1,0,0,0,0,0,0,17.0,America,Napa Valley,Fiona Adams,Sparkling Blend,2011.0,2
Australia,0,0,0,0,0,0,0,13.0,Australia Other,South Eastern Australia,Joe Czerwinski,Port,2011.0,2
Italy,0,0,0,0,0,1,0,26.0,Tuscany,Chianti Classico,Roger Voss,Sangiovese,2004.0,2
Canada,0,0,0,0,0,0,0,65.0,British Columbia,Okanagan Valley,Sean P. Sullivan,Riesling,2011.0,3
US,1,1,0,0,0,0,0,33.0,California,San Luis Obispo County,Matt Kettmann,Red Blend,2012.0,2
US,0,0,0,0,0,1,0,60.0,California,Alexander Valley,Roger Voss,Cabernet Sauvignon,2005.0,3
US,0,0,0,0,0,0,1,40.0,Oregon,Willamette Valley,Paul Gregutt,Chardonnay,2014.0,3
US,0,0,0,0,0,0,0,18.0,Washington,Yakima Valley,Paul Gregutt,Riesling,2011.0,3
Australia,0,0,1,0,0,0,0,35.0,Tasmania,Tasmania,Joe Czerwinski,Pinot Noir,2012.0,3
Australia,0,1,0,0,0,0,0,20.0,South Australia,Coonawarra,Joe Czerwinski,Cabernet Sauvignon,2006.0,3
US,1,0,0,0,0,1,0,13.0,California,Mendocino,Roger Voss,White Blend,2007.0,2
US,0,0,0,0,0,0,0,40.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,2009.0,4
Italy,1,0,1,0,0,0,1,22.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2015.0,2
US,0,1,0,0,0,0,0,99.0,Washington,Washington,Sean P. Sullivan,Cabernet Sauvignon,2012.0,4
US,1,0,0,0,0,0,0,90.0,California,Spring Mountain District,Virginie Boone,Red Blend,2013.0,3
France,0,1,0,0,0,0,0,34.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,2014.0,2
Spain,0,0,0,0,0,0,0,12.0,Northern Spain,Rioja,Michael Schachner,Rosado,2016.0,1
US,0,0,0,0,0,0,0,28.0,Virginia,Virginia,Roger Voss,Chardonnay,2011.0,1
US,0,0,0,0,0,0,0,15.0,California,Dunnigan Hills,Virginie Boone,Chardonnay,2011.0,2
France,0,0,0,0,0,0,0,19.0,Beaujolais,Morgon,Roger Voss,Gamay,2012.0,3
France,1,0,0,0,0,0,0,14.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2014.0,3
Australia,0,0,0,0,0,0,0,20.0,Victoria,Victoria,Joe Czerwinski,Chardonnay,1999.0,2
US,1,0,0,0,0,0,0,70.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Bordeaux-style Red Blend,2011.0,4
France,1,1,1,0,0,0,0,65.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,2
US,0,0,0,0,0,0,0,39.0,California,Los Carneros,Roger Voss,Syrah,2010.0,1
US,0,0,0,0,0,0,1,18.0,California,Napa Valley,Virginie Boone,Sauvignon Blanc,2014.0,1
US,0,0,0,0,0,1,0,49.0,California,Napa Valley,Roger Voss,Syrah,2009.0,3
US,0,0,0,0,0,0,0,57.0,Oregon,Oregon,Paul Gregutt,Pinot Noir,2012.0,3
US,0,0,0,0,0,0,0,25.0,California,Russian River Valley,Virginie Boone,Sauvignon Blanc,2016.0,1
France,1,1,1,0,0,0,0,18.0,Languedoc-Roussillon,Minervois,Lauren Buzzeo,Red Blend,2008.0,2
France,1,1,0,0,0,1,0,200.0,Champagne,Champagne,Roger Voss,Champagne Blend,1990.0,1
Austria,0,1,0,0,0,0,0,23.0,Kremstal,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2016.0,3
US,0,0,0,0,0,0,1,27.0,California,Sonoma Coast,Virginie Boone,Chardonnay,2014.0,3
Italy,1,1,0,0,0,0,0,25.0,Piedmont,Lessona,Kerin O’Keefe,Red Blend,2007.0,3
US,1,0,0,0,0,0,0,50.0,California,Napa Valley,Virginie Boone,Bordeaux-style Red Blend,2012.0,2
US,0,0,1,0,0,0,1,48.0,California,Santa Lucia Highlands,Matt Kettmann,Pinot Noir,2015.0,3
US,0,0,0,0,0,0,0,14.0,California,Mendocino County,Virginie Boone,Viognier,2012.0,2
US,0,1,0,0,0,0,0,35.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2007.0,3
Chile,0,0,0,0,0,0,0,25.0,Colchagua Valley,Napa Valley,Michael Schachner,Syrah,2010.0,3
Chile,0,0,0,0,0,0,0,25.0,Maipo Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2015.0,2
Chile,0,0,0,0,0,0,0,11.0,Leyda Valley,Napa Valley,Michael Schachner,Rosé,2016.0,1
France,1,0,0,0,0,0,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2012.0,3
US,0,1,0,0,0,0,0,26.0,California,Livermore Valley,Jim Gordon,Chardonnay,2014.0,3
US,0,0,1,0,0,0,0,150.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2012.0,2
France,1,0,1,0,0,0,0,15.0,Loire Valley,Anjou Villages,Roger Voss,Cabernet Franc-Cabernet Sauvignon,2014.0,3
Italy,0,0,0,1,0,0,0,68.0,Northeastern Italy,Colli Orientali del Friuli,Roger Voss,Picolit,2004.0,3
France,1,0,0,0,0,0,1,25.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2012.0,1
US,0,0,1,0,0,0,0,25.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2009.0,2
France,1,0,0,0,0,0,0,13.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Bordeaux-style Red Blend,2009.0,0
France,1,0,1,0,0,0,0,12.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2012.0,2
US,0,1,0,0,0,0,0,25.0,California,Paso Robles,Roger Voss,Cabernet Sauvignon,2005.0,1
France,0,0,1,0,0,0,0,15.0,Bordeaux,Bordeaux Blanc,Roger Voss,Sauvignon Blanc,2011.0,1
Portugal,0,0,0,0,0,0,0,15.0,Lisboa,Napa Valley,Roger Voss,Chardonnay,2015.0,2
Portugal,0,0,0,0,0,0,0,34.0,Bairrada,Napa Valley,Roger Voss,Arinto,2012.0,3
Italy,1,0,0,0,0,0,0,22.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,2010.0,1
Spain,0,0,0,0,0,0,0,7.0,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,Rosé,2011.0,0
US,1,0,1,0,0,0,0,45.0,Washington,Columbia Valley (WA),Paul Gregutt,Red Blend,2007.0,3
US,0,0,0,0,0,0,0,28.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Gris,2015.0,3
South Africa,0,0,1,0,0,0,0,25.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Chardonnay,2014.0,3
US,0,1,0,0,0,1,0,14.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Cabernet Sauvignon,2014.0,2
US,0,0,0,0,0,0,0,63.0,Oregon,Willamette Valley,Paul Gregutt,Chardonnay,2014.0,3
US,0,0,1,0,0,0,0,78.0,California,Howell Mountain,Roger Voss,Cabernet Sauvignon,2005.0,4
France,0,0,0,0,0,0,0,184.0,Burgundy,Corton-Charlemagne,Roger Voss,Chardonnay,2014.0,4
US,0,0,1,0,0,0,0,49.0,California,Anderson Valley,Jim Gordon,Pinot Noir,2013.0,3
France,1,0,1,0,0,0,0,56.0,Champagne,Champagne,Roger Voss,Champagne Blend,2008.0,3
France,0,0,0,0,1,0,0,15.0,Loire Valley,Touraine,Roger Voss,Chenin Blanc,2011.0,2
Austria,1,0,0,0,0,0,0,24.0,Burgenland,Napa Valley,Roger Voss,Red Blend,2003.0,1
Argentina,0,0,0,0,0,0,0,30.0,Mendoza Province,Tupungato,Michael Schachner,Sauvignon Blanc,2015.0,2
France,0,0,0,0,0,1,0,69.0,Loire Valley,Vouvray,Roger Voss,Chenin Blanc,2010.0,4
Italy,0,0,0,0,0,1,0,85.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2004.0,2
Italy,0,0,1,0,0,0,0,74.0,Piedmont,Barolo,Roger Voss,Nebbiolo,2007.0,4
US,0,1,0,0,0,0,0,16.0,California,Lake County,Jim Gordon,Chardonnay,2012.0,3
US,0,0,1,0,0,0,0,48.0,California,Russian River Valley,Roger Voss,Pinot Noir,2010.0,0
US,1,0,0,0,1,1,0,20.0,California,Sonoma County,Roger Voss,Sparkling Blend,2011.0,3
US,1,0,0,0,0,0,0,45.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Bordeaux-style Red Blend,2011.0,3
Austria,0,0,0,0,0,0,1,18.0,Wagram,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2015.0,3
France,0,0,0,0,0,0,0,25.0,Burgundy,Chassagne-Montrachet,Roger Voss,Chardonnay,2006.0,3
Italy,0,0,0,0,0,0,0,25.0,Tuscany,Toscana,Roger Voss,Sangiovese,2008.0,1
US,0,0,0,0,0,1,0,50.0,California,El Dorado,Jim Gordon,Muscat Canelli,2011.0,4
Italy,0,0,0,0,0,0,1,38.0,Northeastern Italy,Trento,Kerin O’Keefe,Chardonnay,2007.0,3
US,1,0,1,0,0,0,0,50.0,California,Napa Valley,Roger Voss,Bordeaux-style Red Blend,2005.0,1
US,0,0,0,0,0,0,0,18.0,California,Sonoma County,Paul Gregutt,Zinfandel,1998.0,2
US,1,0,0,0,0,1,0,38.0,California,Paso Robles,Roger Voss,Rhône-style Red Blend,2008.0,1
US,0,0,0,0,0,0,0,60.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2007.0,2
Chile,1,0,1,0,0,0,0,11.0,Maipo Valley,Napa Valley,Michael Schachner,Red Blend,2006.0,1
US,0,0,0,0,0,1,0,30.0,California,Amador County,Roger Voss,Zinfandel,2007.0,1
France,1,0,0,0,0,0,1,14.0,Rhône Valley,Laudun,Joe Czerwinski,Rhône-style White Blend,2016.0,2
US,0,0,1,0,0,0,0,150.0,California,Rutherford,Virginie Boone,Cabernet Sauvignon,2014.0,4
Portugal,0,0,0,0,0,0,0,13.0,Vinho Verde,Napa Valley,Roger Voss,Portuguese White,2016.0,1
US,1,1,0,1,0,0,0,17.0,California,Paso Robles,Matt Kettmann,Rhône-style Red Blend,2013.0,2
France,0,1,0,0,0,0,0,17.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,2016.0,2
Portugal,0,0,0,0,0,0,0,25.0,Port,Napa Valley,Roger Voss,Port,2007.0,3
Argentina,0,1,0,0,0,0,0,19.0,Mendoza Province,Mendoza,Michael Schachner,Chardonnay,2016.0,1
US,0,0,0,0,0,0,0,34.0,California,El Dorado,Jim Gordon,Viognier,2014.0,3
Austria,0,1,0,0,0,0,0,60.0,Wachau,Napa Valley,Roger Voss,Grüner Veltliner,2007.0,3
Austria,0,0,0,0,0,0,0,10.0,Weinland Österreich,Napa Valley,Anne Krebiehl MW,Rosé,2014.0,1
US,0,0,0,0,0,0,0,12.0,Washington,Yakima Valley,Paul Gregutt,Pinot Grigio,2000.0,1
US,0,1,1,0,0,0,0,30.0,California,Sonoma County,Roger Voss,Cabernet Sauvignon,2006.0,3
US,0,0,1,0,0,1,0,45.0,California,Sonoma Valley,Roger Voss,Cabernet Sauvignon,2009.0,2
US,0,0,1,0,0,0,0,60.0,California,Santa Maria Valley,Matt Kettmann,Pinot Noir,2014.0,3
Portugal,0,0,0,0,0,1,0,25.0,Madeira,Napa Valley,Roger Voss,Bual,1995.0,3
US,0,0,1,0,0,1,0,24.0,California,Dry Creek Valley,Roger Voss,Zinfandel,2008.0,2
Italy,0,0,0,0,0,0,0,22.0,Northeastern Italy,Collio,Joe Czerwinski,Pinot Grigio,2001.0,1
US,0,1,0,0,0,0,0,30.0,California,Paso Robles,Roger Voss,Meritage,2009.0,2
France,0,0,1,0,0,0,0,46.0,Provence,Bandol,Roger Voss,Rosé,2012.0,3
US,0,1,0,1,0,0,0,15.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Rosé,2016.0,2
France,0,1,0,0,0,0,0,33.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,2013.0,4
Portugal,0,0,0,0,0,0,0,300.0,Port,Napa Valley,Roger Voss,Port,1967.0,4
Germany,0,1,0,0,0,0,0,18.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2015.0,3
Chile,0,0,0,0,0,0,0,10.0,Maipo Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2012.0,2
Spain,0,0,0,0,0,0,0,13.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2009.0,2
France,1,0,0,0,0,0,1,32.0,Loire Valley,Crémant de Loire,Roger Voss,Sparkling Blend,2016.0,3
Italy,0,1,0,0,0,1,0,15.0,Veneto,Prosecco di Valdobbiadene,Roger Voss,Prosecco,2011.0,1
Portugal,0,0,0,0,0,0,0,25.0,Port,Napa Valley,Roger Voss,Port,2008.0,1
France,0,0,1,0,0,0,0,21.0,Beaujolais,Saint-Amour,Roger Voss,Gamay,2015.0,3
Italy,1,0,1,0,0,0,0,25.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2013.0,2
US,0,0,0,0,0,0,0,20.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2010.0,2
Croatia,0,0,0,0,0,0,0,20.0,Istria,Napa Valley,Anna Lee C. Iijima,Malvasia Istriana,2008.0,2
Argentina,0,0,1,0,0,0,0,39.0,Mendoza Province,Uco Valley,Michael Schachner,Malbec,2013.0,3
US,0,1,0,0,0,0,0,60.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Cabernet Sauvignon,2013.0,2
France,0,0,1,0,0,0,0,148.0,Burgundy,Nuits-St.-Georges,Roger Voss,Pinot Noir,2011.0,2
US,0,1,1,0,0,0,0,75.0,California,Sonoma County,Roger Voss,Syrah,2008.0,4
US,0,0,1,0,0,0,0,23.0,California,Santa Barbara County,Matt Kettmann,Pinot Noir,2011.0,3
France,1,0,0,0,0,0,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2009.0,3
Italy,0,0,0,0,0,0,0,18.0,Northeastern Italy,Trentino,Kerin O’Keefe,Chardonnay,2013.0,2
US,0,0,0,0,0,0,1,22.0,California,Napa Valley,Virginie Boone,Sauvignon Blanc,2014.0,2
US,0,0,1,0,0,0,0,84.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,2006.0,4
Germany,0,1,0,0,0,0,0,17.0,Rheingau,Napa Valley,Anna Lee C. Iijima,Riesling,2012.0,2
France,0,0,0,0,0,1,0,37.0,Alsace,Alsace,Anne Krebiehl MW,Gewürztraminer,2009.0,2
Austria,0,0,0,0,0,0,1,31.0,Kamptal,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2015.0,3
Portugal,0,0,1,1,0,1,0,8.0,Alentejano,Napa Valley,Roger Voss,Rosé,2013.0,1
France,0,1,0,0,0,0,0,16.0,Rhône Valley,Luberon,Joe Czerwinski,Rosé,2014.0,2
US,0,0,0,0,0,0,0,22.0,California,Sonoma Valley,Roger Voss,Chardonnay,2012.0,1
Chile,0,0,1,0,0,0,0,18.0,Maule Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2010.0,2
Portugal,0,0,0,0,0,1,0,9.0,Vinho Verde,Napa Valley,Roger Voss,Portuguese White,2013.0,1
US,0,1,0,0,0,0,0,30.0,California,North Coast,Roger Voss,Syrah,2005.0,2
France,0,0,0,1,0,0,0,45.0,Provence,Côtes de Provence,Roger Voss,Rosé,2011.0,3
Italy,1,0,1,0,0,0,1,21.0,Tuscany,Rosso di Montepulciano,Kerin O’Keefe,Red Blend,2014.0,2
Italy,0,0,0,0,0,0,1,16.0,Sicily & Sardinia,Vermentino di Sardegna,Kerin O’Keefe,Vermentino,2014.0,2
France,0,0,0,0,0,0,0,24.0,Provence,Côtes de Provence,Roger Voss,Rosé,2012.0,2
US,0,0,0,0,0,0,0,70.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2012.0,3
US,0,0,1,0,0,1,0,21.0,California,California,Roger Voss,Black Muscat,2010.0,3
US,1,0,1,0,0,0,0,60.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Bordeaux-style Red Blend,2013.0,3
US,0,0,0,0,0,0,0,49.0,Oregon,Dundee Hills,Paul Gregutt,Pinot Noir,2015.0,2
Italy,0,0,0,1,0,0,1,25.0,Tuscany,Tuscany,Roger Voss,Sangiovese,2011.0,1
Germany,1,0,0,0,0,0,0,13.0,Rheinhessen,Napa Valley,Anna Lee C. Iijima,White Blend,2016.0,1
US,0,0,1,0,0,0,0,115.0,California,Oakville,Virginie Boone,Cabernet Sauvignon,2012.0,3
Portugal,0,1,1,0,0,0,0,26.0,Port,Napa Valley,Roger Voss,Port,2012.0,3
South Africa,0,0,0,0,0,0,0,15.0,Eilandia,Napa Valley,Lauren Buzzeo,Viognier,2010.0,2
US,0,0,1,0,0,0,0,62.0,California,Sonoma Coast,Virginie Boone,Syrah,2011.0,3
US,0,0,0,0,0,0,0,48.0,Oregon,Dundee Hills,Paul Gregutt,Pinot Gris,2014.0,3
US,0,0,0,0,0,0,0,16.0,California,Russian River Valley,Roger Voss,Pinot Gris,2010.0,1
Italy,1,0,1,0,0,0,0,25.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,2013.0,2
US,0,0,0,0,0,0,0,24.0,California,Santa Cruz Mountains,Roger Voss,Merlot,2004.0,1
France,0,0,1,0,0,0,0,20.0,Southwest France,Cahors,Roger Voss,Malbec,2007.0,1
Italy,1,0,0,0,0,0,0,25.0,Sicily & Sardinia,Etna,Kerin O’Keefe,White Blend,2014.0,2
US,0,0,0,0,0,0,0,11.0,California,North Coast,Virginie Boone,Cabernet Sauvignon,2010.0,1
Austria,0,0,1,0,0,0,0,29.0,Wachau,Napa Valley,Anne Krebiehl MW,Riesling,2015.0,3
US,0,1,0,0,0,0,0,20.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Tempranillo,2011.0,1
France,0,0,0,1,0,1,0,32.0,Alsace,Alsace,Anne Krebiehl MW,Gewürztraminer,2014.0,3
US,0,0,0,0,0,1,0,10.0,California,California,Jim Gordon,Chardonnay,2015.0,1
US,0,0,0,0,0,0,0,10.0,California,California,Jim Gordon,Sauvignon Blanc,2014.0,2
US,0,0,0,0,0,0,0,12.0,California,California,Jim Gordon,Sauvignon Blanc,2011.0,1
US,0,1,1,0,0,1,0,65.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Cabernet Sauvignon,2010.0,2
Italy,0,0,0,0,1,0,0,34.0,Lombardy,Franciacorta,Roger Voss,Chardonnay,2011.0,2
France,0,0,1,0,0,0,0,286.0,Burgundy,Clos de la Roche,Roger Voss,Pinot Noir,2014.0,4
US,0,0,1,0,0,0,0,26.0,Oregon,Applegate Valley,Paul Gregutt,Tempranillo,2006.0,1
Spain,1,0,0,0,0,0,0,18.0,Catalonia,Cava,Michael Schachner,Sparkling Blend,2011.0,2
US,0,0,0,0,0,0,0,18.0,New York,Finger Lakes,Anna Lee C. Iijima,Gewürztraminer,2015.0,2
Italy,0,0,0,0,0,0,0,17.0,Central Italy,Colli Aprutini,Roger Voss,Pecorino,2011.0,1
US,0,0,1,0,0,0,0,55.0,California,Rutherford,Virginie Boone,Cabernet Sauvignon,2012.0,2
US,0,1,0,0,0,0,0,23.0,California,Mendocino County,Jim Gordon,Sauvignon Blanc,2016.0,3
France,0,0,0,0,0,0,0,410.0,Burgundy,Bienvenues Bâtard-Montrachet,Roger Voss,Chardonnay,2008.0,4
Australia,0,0,0,0,0,0,0,35.0,Victoria,Yarra Valley,Joe Czerwinski,Chardonnay,2014.0,1
Portugal,0,0,1,0,0,0,0,150.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2014.0,4
Austria,0,0,0,0,0,0,0,25.0,Mittelburgenland,Napa Valley,Roger Voss,Blaufränkisch,2008.0,1
US,1,0,0,0,0,0,0,20.0,California,California,Virginie Boone,Red Blend,2010.0,2
Portugal,0,0,0,0,0,0,0,15.0,Alentejo,Napa Valley,Roger Voss,Portuguese Red,2012.0,3
France,1,0,1,0,0,0,0,10.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2015.0,1
US,0,0,1,0,0,1,0,28.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2015.0,3
US,0,0,1,0,0,0,0,45.0,California,Sonoma Valley,Virginie Boone,Zinfandel,2011.0,3
Spain,0,0,0,0,0,0,0,22.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2013.0,3
Italy,0,0,1,0,0,0,0,25.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,2012.0,1
US,0,0,0,0,0,0,1,50.0,California,Santa Clara Valley,Matt Kettmann,Syrah,2013.0,3
US,1,0,0,0,0,0,0,28.0,California,El Dorado,Jim Gordon,White Blend,2014.0,3
US,0,0,0,0,0,0,0,45.0,California,Russian River Valley,Virginie Boone,Chardonnay,2014.0,3
US,0,0,1,0,0,0,0,22.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Cabernet Franc,2014.0,3
France,1,0,0,0,0,0,0,13.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2016.0,2
Greece,0,0,0,1,0,0,1,19.0,Mantinia,Napa Valley,Susan Kostrzewa,Moschofilero,2013.0,3
Italy,0,0,0,0,0,0,1,12.0,Southern Italy,Cirò,Kerin O’Keefe,Greco Bianco,2013.0,2
Chile,0,0,0,0,0,0,0,20.0,Rapel Valley,Napa Valley,Michael Schachner,Carmenère,2013.0,2
France,1,0,1,0,0,0,0,25.0,Southwest France,Périgord,Roger Voss,Bordeaux-style Red Blend,2014.0,1
Germany,0,0,0,1,0,0,0,34.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2014.0,3
US,0,0,1,0,0,1,0,53.0,California,Oakville,Roger Voss,Merlot,2010.0,4
France,0,0,1,0,0,0,0,24.0,Beaujolais,Fleurie,Roger Voss,Gamay,2014.0,3
US,0,0,1,0,0,1,0,45.0,California,Happy Canyon of Santa Barbara,Roger Voss,Syrah,2011.0,2
US,0,0,1,0,0,0,0,34.0,Oregon,Oregon,Paul Gregutt,Pinot Noir,2012.0,3
US,0,0,1,0,0,1,0,75.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2014.0,3
Chile,0,0,0,0,0,0,0,22.0,Casablanca Valley,Napa Valley,Michael Schachner,Chardonnay,2010.0,1
Portugal,0,0,0,0,0,0,0,15.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2012.0,1
France,0,0,0,0,0,0,0,42.0,Burgundy,Savigny-lès-Beaune,Roger Voss,Pinot Noir,2009.0,3
US,0,0,0,0,0,0,0,30.0,California,California,Roger Voss,Zinfandel,2008.0,2
France,1,0,0,0,0,0,0,25.0,Bordeaux,Lalande de Pomerol,Roger Voss,Bordeaux-style Red Blend,2011.0,2
Lebanon,1,0,0,1,0,0,1,15.0,Bekaa Valley,Napa Valley,Mike DeSimone,White Blend,2014.0,2
US,0,0,1,0,0,0,0,28.0,California,Alexander Valley,Virginie Boone,Cabernet Sauvignon,2011.0,2
Chile,1,0,0,0,0,0,0,24.0,Maule Valley,Napa Valley,Michael Schachner,Red Blend,2010.0,3
US,0,0,0,0,0,0,0,32.0,California,Napa Valley,Roger Voss,Chardonnay,2010.0,2
